InseeXls_CodeCommune	InseeXls_NameCommune	InseeXls_Population	Wiki_UrlInCommune	W_Pays	W_Region	W_Departement	W_Arrondissement	W_Canton	W_Intercommunalite	W_CodePostal	W_CodeCommune	W_Population	W_Densite	W_Cordommees	W_Altitude	W_Superficie	W_Name_ru	W_Name_uk	W_Name_en	W_Name_de	W_Name_pl	W_Name_es	W_Name_pt	W_Name_it	W_Name_nl	W_Name_da	W_Name_no	W_Name_sv	W_Name_cs	W_Name_ro	W_Name_bg	W_Name_hu	W_Name_sk	W_Name_sl	W_Name_sh	W_Name_hr	W_Url_ru	W_Url_uk	W_Url_en	W_Url_de	W_Url_pl	W_Url_es	W_Url_pt	W_Url_it	W_Url_nl	W_Url_da	W_Url_no	W_Url_sv	W_Url_cs	W_Url_ro	W_Url_bg	W_Url_hu	W_Url_sk	W_Url_sl	W_Url_sh	W_Url_hr	G_Coordinates_northeast_Lat_1	G_Coordinates_northeast_Lng_1	G_Coordinates_southwest_Lat_2	G_Coordinates_southwest_Lng_2	G_Coordinates_location_Lat_3	G_Coordinates_location_Lng_3	G_PlaceId	How_Get_GooglePlaceID	G_Locality_long_name	G_Locality_short_name	G_Locality_types	G_AdminLevel_1_long_name	G_AdminLevel_1_short_name	G_AdminLevel_1_types	G_AdminLevel_2_long_name	G_AdminLevel_2_short_name	G_AdminLevel_2_types	G_Country_long_name	G_Country_short_name	G_Country_types	G_postal_code_long_name	G_postal_code_short_name	G_postal_code_types	G_FormatAddress	G_Types	W_Cordommees_Convert	G_Name_ru	G_Name_uk	G_Name_en
27006	Aizier	132	/wiki/Aizier	France,	Normandie,	Eure,	Bernay,	Bourg-Achard,	Communauté de communes Roumois Seine,	27500,	27006,	,132 hab. (2014),	56 hab./km2,	49° 25′ 52″ , 0° 37′ 38″ ,	Min. 0 m – Max. 117 m,	2,36 km2,		Езьє (Ер)	Aizier	Aizier	Aizier	Aizier	Aizier	Aizier	Aizier			Aizier		Aizier		Aizier	Aizier		Aizier			https://uk.wikipedia.org/wiki/Езьє_	https://en.wikipedia.org/wiki/Aizier	https://de.wikipedia.org/wiki/Aizier	https://pl.wikipedia.org/wiki/Aizier	https://es.wikipedia.org/wiki/Aizier	https://pt.wikipedia.org/wiki/Aizier	https://it.wikipedia.org/wiki/Aizier	https://nl.wikipedia.org/wiki/Aizier			https://sv.wikipedia.org/wiki/Aizier		https://ro.wikipedia.org/wiki/Aizier		https://hu.wikipedia.org/wiki/Aizier	https://sk.wikipedia.org/wiki/Aizier		https://sh.wikipedia.org/wiki/Aizier		49.4444719	0.649521	49.4195061	0.6062809	49.432025	0.627801	ChIJTZ_L0xFU4EcR4LO7T0gUDAQ	None	Aizier	Aizier	locality,political	Normandie	Normandie	administrative_area_level_1,political	Eure	Eure	administrative_area_level_2,political	France	FR	country,political				Aizier, France	locality,political	49.4311111111,0.627222222222	Эзье	Езьє	Aizier
27004	Aigleville	375	/wiki/Aigleville	France,	Normandie,	Eure,	Évreux,	Pacy-sur-Eure,	Seine Normandie Agglomération,	27120,	27004,	,375 hab. (2014),	116 hab./km2,	49° 00′ 30″ , 1° 25′ 16″ ,	Min. 75 m – Max. 137 m,	3,24 km2,		Еглевіль	Aigleville		Aigleville	Aigleville	Aigleville	Aigleville	Aigleville			Aigleville		Aigleville		Aigleville	Aigleville		Aigleville			https://uk.wikipedia.org/wiki/Еглевіль	https://en.wikipedia.org/wiki/Aigleville		https://pl.wikipedia.org/wiki/Aigleville	https://es.wikipedia.org/wiki/Aigleville	https://pt.wikipedia.org/wiki/Aigleville	https://it.wikipedia.org/wiki/Aigleville	https://nl.wikipedia.org/wiki/Aigleville			https://sv.wikipedia.org/wiki/Aigleville		https://ro.wikipedia.org/wiki/Aigleville		https://hu.wikipedia.org/wiki/Aigleville	https://sk.wikipedia.org/wiki/Aigleville		https://sh.wikipedia.org/wiki/Aigleville		49.014809	1.4450519	48.995743	1.404494	49.0080979	1.420429	ChIJ_2niGBG15kcRALS7T0gUDAQ	None	Aigleville	Aigleville	locality,political	Normandie	Normandie	administrative_area_level_1,political	Eure	Eure	administrative_area_level_2,political	France	FR	country,political	27120	27120	postal_code	27120 Aigleville, France	locality,political	49.0083333333,1.42111111111	Эглевиль	Еглевіль	Aigleville
27005	Ailly	1 158	/wiki/Ailly	France,	Normandie,	Eure,	Les Andelys,	Gaillon,	Communauté de communes Eure-Madrie-Seine,	27600,	27005,	,1 158 hab. (2014),	74 hab./km2,	49° 09′ 42″ , 1° 14′ 51″ ,	Min. 70 m – Max. 157 m,	15,55 km2,		Айї (Ер)	Ailly, Eure	Ailly	Ailly	Ailly	Ailly	Ailly	Ailly			Ailly, Eure	Ailly			Ailly (Eure)	Ailly		Ailly			https://uk.wikipedia.org/wiki/Айї_	https://en.wikipedia.org/wiki/Ailly,_Eure	https://de.wikipedia.org/wiki/Ailly	https://pl.wikipedia.org/wiki/Ailly	https://es.wikipedia.org/wiki/Ailly	https://pt.wikipedia.org/wiki/Ailly	https://it.wikipedia.org/wiki/Ailly	https://nl.wikipedia.org/wiki/Ailly			https://sv.wikipedia.org/wiki/Ailly,_Eure	https://cs.wikipedia.org/wiki/Ailly			https://hu.wikipedia.org/wiki/Ailly_	https://sk.wikipedia.org/wiki/Ailly		https://sh.wikipedia.org/wiki/Ailly		49.174437	1.282827	49.1376458	1.2062271	49.160655	1.245227	ChIJS9jzaF4w4UcRfYVNQyu-Qag	None	Ailly	Ailly	locality,political	Normandie	Normandie	administrative_area_level_1,political	Eure	Eure	administrative_area_level_2,political	France	FR	country,political	27600	27600	postal_code	27600 Ailly, France	locality,political	49.1616666667,1.2475	Айи	Айї	Ailly
27002	Acon	484	/wiki/Acon	France,	Normandie,	Eure,	Évreux,	Verneuil-sur-Avre,	Communauté de communes Normandie Sud Eure,	27570,	27002,	,484 hab. (2014),	53 hab./km2,	48° 46′ 24″ , 1° 05′ 30″ ,	Min. 115 m – Max. 179 m,	9,16 km2,		Акон	Acon, Eure	Acon	Acon	Acon	Acon	Acon	Acon			Acon		Acon		Acon (Eure)	Acon		Acon, Eure			https://uk.wikipedia.org/wiki/Акон	https://en.wikipedia.org/wiki/Acon,_Eure	https://de.wikipedia.org/wiki/Acon	https://pl.wikipedia.org/wiki/Acon	https://es.wikipedia.org/wiki/Acon	https://pt.wikipedia.org/wiki/Acon	https://it.wikipedia.org/wiki/Acon	https://nl.wikipedia.org/wiki/Acon			https://sv.wikipedia.org/wiki/Acon		https://ro.wikipedia.org/wiki/Acon		https://hu.wikipedia.org/wiki/Acon_	https://sk.wikipedia.org/wiki/Acon		https://sh.wikipedia.org/wiki/Acon,_Eure		48.790231	1.1279051	48.7459739	1.0820129	48.76576	1.101682	ChIJkRr7EMRe4UcRILS7T0gUDAQ	None	Acon	Acon	locality,political	Normandie	Normandie	administrative_area_level_1,political	Eure	Eure	administrative_area_level_2,political	France	FR	country,political				Acon, France	locality,political	48.7733333333,1.09166666667	Акон	Акон	Acon
27003	Acquigny	1 518	/wiki/Acquigny	France,	Normandie,	Eure,	Évreux,	Pont-de-l'Arche,	Communauté d'agglomération Seine-Eure,	27400,	27003,	,1 518 hab. (2014),	85 hab./km2,	49° 10′ 25″ , 1° 10′ 45″ ,	Min. 14 m – Max. 143 m,	17,83 km2,		Акіньї	Acquigny	Acquigny	Acquigny	Acquigny	Acquigny	Acquigny	Acquigny			Acquigny		Acquigny		Acquigny	Acquigny		Acquigny			https://uk.wikipedia.org/wiki/Акіньї	https://en.wikipedia.org/wiki/Acquigny	https://de.wikipedia.org/wiki/Acquigny	https://pl.wikipedia.org/wiki/Acquigny	https://es.wikipedia.org/wiki/Acquigny	https://pt.wikipedia.org/wiki/Acquigny	https://it.wikipedia.org/wiki/Acquigny	https://nl.wikipedia.org/wiki/Acquigny			https://sv.wikipedia.org/wiki/Acquigny		https://ro.wikipedia.org/wiki/Acquigny		https://hu.wikipedia.org/wiki/Acquigny	https://sk.wikipedia.org/wiki/Acquigny		https://sh.wikipedia.org/wiki/Acquigny		49.1901819	1.217813	49.1329681	1.1313621	49.173195	1.182376	ChIJncRLUQE74UcRELS7T0gUDAQ	None	Acquigny	Acquigny	locality,political	Normandie	Normandie	administrative_area_level_1,political	Eure	Eure	administrative_area_level_2,political	France	FR	country,political	27400	27400	postal_code	27400 Acquigny, France	locality,political	49.1736111111,1.17916666667	Акиньи	Акіньї	Acquigny
27001	Aclou	300	/wiki/Aclou	France,	Normandie,	Eure,	Bernay,	Brionne,	Communauté de communes Bernay Terres de Normandie,	27800,	27001,	,300 hab. (2014),	81 hab./km2,	49° 10′ 16″ , 0° 42′ 21″ ,	Min. 57 m – Max. 155 m,	3,7 km2,		Аклу	Aclou	Aclou	Aclou	Aclou	Aclou	Aclou	Aclou			Aclou	Aclou	Aclou		Aclou	Aclou		Aclou			https://uk.wikipedia.org/wiki/Аклу	https://en.wikipedia.org/wiki/Aclou	https://de.wikipedia.org/wiki/Aclou	https://pl.wikipedia.org/wiki/Aclou	https://es.wikipedia.org/wiki/Aclou	https://pt.wikipedia.org/wiki/Aclou	https://it.wikipedia.org/wiki/Aclou	https://nl.wikipedia.org/wiki/Aclou			https://sv.wikipedia.org/wiki/Aclou	https://cs.wikipedia.org/wiki/Aclou	https://ro.wikipedia.org/wiki/Aclou		https://hu.wikipedia.org/wiki/Aclou	https://sk.wikipedia.org/wiki/Aclou		https://sh.wikipedia.org/wiki/Aclou		49.179586	0.7177299	49.155482	0.6700019	49.1661664	0.7064908	ChIJ3V6RLDsI4UcRmF7pYVuewdc	None	Aclou	Aclou	locality,political	Normandie	Normandie	administrative_area_level_1,political	Eure	Eure	administrative_area_level_2,political	France	FR	country,political				Aclou, France	locality,political	49.1711111111,0.705833333333	Аклу	Аклу	Aclou
14668	Saonnet	287	/wiki/Saonnet	France,	Normandie,	Calvados,	Bayeux,	Trévières,	Communauté de communes Isigny-Omaha Intercom,	14330,	14668,	,287 hab. (2014),	54 hab./km2,	49° 16′ 23″ , 0° 52′ 45″ ou,	Min. 5 m – Max. 75 m,	5,34 km2,	Санне (Франция)	Санне	Saonnet		Saonnet	Saonnet	Saonnet	Saonnet	Saonnet			Saonnet		Saonnet		Saonnet	Saonnet				https://ru.wikipedia.org/wiki/Санне_	https://uk.wikipedia.org/wiki/Санне	https://en.wikipedia.org/wiki/Saonnet		https://pl.wikipedia.org/wiki/Saonnet	https://es.wikipedia.org/wiki/Saonnet	https://pt.wikipedia.org/wiki/Saonnet	https://it.wikipedia.org/wiki/Saonnet	https://nl.wikipedia.org/wiki/Saonnet			https://sv.wikipedia.org/wiki/Saonnet		https://ro.wikipedia.org/wiki/Saonnet		https://hu.wikipedia.org/wiki/Saonnet	https://sk.wikipedia.org/wiki/Saonnet				49.293195	-0.8579651	49.2560091	-0.9086859	49.270463	-0.888285	ChIJa4qDufmlC0gRd6ENO8Ph09Y	None	Saonnet	Saonnet	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political	14330	14330	postal_code	14330 Saonnet, France	locality,political	49.2730555556,-0.879166666667	Санне	Санне	Saonnet
14669	Sassy	213	/wiki/Sassy	France,	Normandie,	Calvados,	Caen,	Falaise,	Communauté de communes du pays de Falaise,	14170,	14669,	,213 hab. (2014),	22 hab./km2,	48° 59′ 04″ , 0° 08′ 20″ ou,	Min. 51 m – Max. 104 m,	9,56 km2,	Сасси	Сассі (Кальвадос)	Sassy, Calvados		Sassy	Sassy	Sassy	Sassy	Sassy			Sassy		Sassy, Calvados		Sassy (Calvados)	Sassy				https://ru.wikipedia.org/wiki/Сасси	https://uk.wikipedia.org/wiki/Сассі_	https://en.wikipedia.org/wiki/Sassy,_Calvados		https://pl.wikipedia.org/wiki/Sassy	https://es.wikipedia.org/wiki/Sassy	https://pt.wikipedia.org/wiki/Sassy	https://it.wikipedia.org/wiki/Sassy	https://nl.wikipedia.org/wiki/Sassy			https://sv.wikipedia.org/wiki/Sassy		https://ro.wikipedia.org/wiki/Sassy,_Calvados		https://hu.wikipedia.org/wiki/Sassy_	https://sk.wikipedia.org/wiki/Sassy				49.002812	-0.10873	48.96994	-0.175681	48.987308	-0.145699	ChIJ_fuzELcNCkgR9LhsvRQx8mo	None	Sassy	Sassy	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political	14170	14170	postal_code	14170 Sassy, France	locality,political	48.9844444444,-0.138888888889	Сасси	Сассі	Sassy
14660	Saint-Vaast-en-Auge	97	/wiki/Saint-Vaast-en-Auge	,Intercommunalité,Communauté de communes Normandie-Cabourg- d'Auge,	Normandie,	Calvados,	Lisieux,	Cabourg,	Communauté de communes Normandie-Cabourg-Pays d'Auge,	14640,	14660,	,97 hab. (2014),	33 hab./km2,	49° 17′ 29″ , 0° 00′ 18″ ou,	Min. 64 m – Max. 147 m,	2,98 km2,	Сен-Ва-ан-Ож	Сен-Вааст-ан-Ож	Saint-Vaast-en-Auge		Saint-Vaast-en-Auge	Saint-Vaast-en-Auge	Saint-Vaast-en-Auge	Saint-Vaast-en-Auge	Saint-Vaast-en-Auge			Saint-Vaast-en-Auge		Saint-Vaast-en-Auge		Saint-Vaast-en-Auge	Saint-Vaast-en-Auge				https://ru.wikipedia.org/wiki/Сен-Ва-ан-Ож	https://uk.wikipedia.org/wiki/Сен-Вааст-ан-Ож	https://en.wikipedia.org/wiki/Saint-Vaast-en-Auge		https://pl.wikipedia.org/wiki/Saint-Vaast-en-Auge	https://es.wikipedia.org/wiki/Saint-Vaast-en-Auge	https://pt.wikipedia.org/wiki/Saint-Vaast-en-Auge	https://it.wikipedia.org/wiki/Saint-Vaast-en-Auge	https://nl.wikipedia.org/wiki/Saint-Vaast-en-Auge			https://sv.wikipedia.org/wiki/Saint-Vaast-en-Auge		https://ro.wikipedia.org/wiki/Saint-Vaast-en-Auge		https://hu.wikipedia.org/wiki/Saint-Vaast-en-Auge	https://sk.wikipedia.org/wiki/Saint-Vaast-en-Auge				49.2923612	-0.0018942	49.2911132	-0.0063011	49.2913797	-0.0043243	ChIJjav531Z_CkgRprEbzdb08ok	SendCoordinates	Saint-Vaast-en-Auge	Saint-Vaast-en-Auge	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political	14640	14640	postal_code	Le Grand Amaury, 14640 Saint-Vaast-en-Auge, France	route	49.2913888889,-0.005	None	None	None
14661	Saint-Vaast-sur-Seulles	136	/wiki/Saint-Vaast-sur-Seulles	France,	Normandie,	Calvados,	Bayeux,	Bretteville-l'Orgueilleuse,	Communauté de communes Seulles Terre et Mer,	14250,	14661,	,136 hab. (2014),	32 hab./km2,	49° 08′ 31″ , 0° 37′ 59″ ou,	Min. 57 m – Max. 125 m,	4,25 km2,	Сен-Ва-сюр-Сёль	Сен-Вааст-сюр-Сель	Saint-Vaast-sur-Seulles		Saint-Vaast-sur-Seulles	Saint-Vaast-sur-Seulles	Saint-Vaast-sur-Seulles	Saint-Vaast-sur-Seulles	Saint-Vaast-sur-Seulles			Saint-Vaast-sur-Seulles		Saint-Vaast-sur-Seulles		Saint-Vaast-sur-Seulles	Saint-Vaast-sur-Seulles				https://ru.wikipedia.org/wiki/Сен-Ва-сюр-Сёль	https://uk.wikipedia.org/wiki/Сен-Вааст-сюр-Сель	https://en.wikipedia.org/wiki/Saint-Vaast-sur-Seulles		https://pl.wikipedia.org/wiki/Saint-Vaast-sur-Seulles	https://es.wikipedia.org/wiki/Saint-Vaast-sur-Seulles	https://pt.wikipedia.org/wiki/Saint-Vaast-sur-Seulles	https://it.wikipedia.org/wiki/Saint-Vaast-sur-Seulles	https://nl.wikipedia.org/wiki/Saint-Vaast-sur-Seulles			https://sv.wikipedia.org/wiki/Saint-Vaast-sur-Seulles		https://ro.wikipedia.org/wiki/Saint-Vaast-sur-Seulles		https://hu.wikipedia.org/wiki/Saint-Vaast-sur-Seulles	https://sk.wikipedia.org/wiki/Saint-Vaast-sur-Seulles				49.15143	-0.6124361	49.1239099	-0.650315	49.142027	-0.632453	ChIJVbWJbDlMCkgR0l0o6KwdDic	None	Saint-Vaast-sur-Seulles	Saint-Vaast-sur-Seulles	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political				Saint-Vaast-sur-Seulles, France	locality,political	49.1419444444,-0.633055555556	Сен-Ва-сюр-Сёль	Сен-Вааст-сюр-Сель	Saint-Vaast-sur-Seulles
14662	Saint-Vigor-des-Mézerets	242	/wiki/Saint-Vigor-des-Mézerets	France,	Normandie,	Calvados,	Vire,	Condé-sur-Noireau,	Communauté de communes Intercom de la Vire au Noireau,	14770,	14662,	242 hab. (2014),	26 hab./km2,	48° 54′ 31″ , 0° 38′ 31″ ou,	Min. 117 m – Max. 237 m,	9,47 km2,	Сен-Вигор-де-Мезре	Сен-Вігор-де-Мезере	Saint-Vigor-des-Mézerets	Saint-Vigor-des-Mézerets	Saint-Vigor-des-Mézerets	Saint-Vigor-des-Mézerets	Saint-Vigor-des-Mézerets	Saint-Vigor-des-Mézerets	Saint-Vigor-des-Mézerets			Saint-Vigor-des-Mézerets		Saint-Vigor-des-Mézerets		Saint-Vigor-des-Mézerets	Saint-Vigor-des-Mézerets				https://ru.wikipedia.org/wiki/Сен-Вигор-де-Мезре	https://uk.wikipedia.org/wiki/Сен-Вігор-де-Мезере	https://en.wikipedia.org/wiki/Saint-Vigor-des-Mézerets	https://de.wikipedia.org/wiki/Saint-Vigor-des-Mézerets	https://pl.wikipedia.org/wiki/Saint-Vigor-des-Mézerets	https://es.wikipedia.org/wiki/Saint-Vigor-des-Mézerets	https://pt.wikipedia.org/wiki/Saint-Vigor-des-Mézerets	https://it.wikipedia.org/wiki/Saint-Vigor-des-Mézerets	https://nl.wikipedia.org/wiki/Saint-Vigor-des-Mézerets			https://sv.wikipedia.org/wiki/Saint-Vigor-des-Mézerets		https://ro.wikipedia.org/wiki/Saint-Vigor-des-Mézerets		https://hu.wikipedia.org/wiki/Saint-Vigor-des-Mézerets	https://sk.wikipedia.org/wiki/Saint-Vigor-des-Mézerets				48.9193081	-0.598965	48.886365	-0.661221	48.908273	-0.6425419	ChIJPek7_UMyCkgRMNi8T0gUDAQ	None	Saint-Vigor-des-Mézerets	Saint-Vigor-des-Mézerets	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political	14770	14770	postal_code	14770 Saint-Vigor-des-Mézerets, France	locality,political	48.9086111111,-0.641944444444	Сен-Вигор-де-Мезре	Сен-Вігор-де-Мезере	Saint-Vigor-des-Mézerets
14663	Saint-Vigor-le-Grand	2 338	/wiki/Saint-Vigor-le-Grand	France,	Normandie,	Calvados,	Bayeux,	Bayeux,	Communauté de communes Bayeux Intercom,	14400,	14663,	,2 338 hab. (2014),	241 hab./km2,	49° 16′ 53″ , 0° 41′ 18″ ou,	Min. 32 m – Max. 75 m,	9,69 km2,	Сен-Вигор-ле-Гран	Сен-Вігор-ле-Гран	Saint-Vigor-le-Grand	Saint-Vigor-le-Grand	Saint-Vigor-le-Grand	Saint-Vigor-le-Grand	Saint-Vigor-le-Grand	Saint-Vigor-le-Grand	Saint-Vigor-le-Grand			Saint-Vigor-le-Grand		Saint-Vigor-le-Grand		Saint-Vigor-le-Grand	Saint-Vigor-le-Grand				https://ru.wikipedia.org/wiki/Сен-Вигор-ле-Гран	https://uk.wikipedia.org/wiki/Сен-Вігор-ле-Гран	https://en.wikipedia.org/wiki/Saint-Vigor-le-Grand	https://de.wikipedia.org/wiki/Saint-Vigor-le-Grand	https://pl.wikipedia.org/wiki/Saint-Vigor-le-Grand	https://es.wikipedia.org/wiki/Saint-Vigor-le-Grand	https://pt.wikipedia.org/wiki/Saint-Vigor-le-Grand	https://it.wikipedia.org/wiki/Saint-Vigor-le-Grand	https://nl.wikipedia.org/wiki/Saint-Vigor-le-Grand			https://sv.wikipedia.org/wiki/Saint-Vigor-le-Grand		https://ro.wikipedia.org/wiki/Saint-Vigor-le-Grand		https://hu.wikipedia.org/wiki/Saint-Vigor-le-Grand	https://sk.wikipedia.org/wiki/Saint-Vigor-le-Grand				49.3121489	-0.6527619	49.2698099	-0.697822	49.279143	-0.688198	ChIJ9Rb8RZhUCkgRINi8T0gUDAQ	None	Saint-Vigor-le-Grand	Saint-Vigor-le-Grand	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political	14400	14400	postal_code	14400 Saint-Vigor-le-Grand, France	locality,political	49.2813888889,-0.688333333333	Сен-Вигор-ле-Гран	Сен-Вігор-ле-Гран	Saint-Vigor-le-Grand
14664	Sallen	297	/wiki/Sallen	France,	Normandie,	Calvados,	Caen,	Trévières,	Communauté de communes Isigny-Omaha Intercom,	14240,	14664,	,297 hab. (2014),	26 hab./km2,	49° 06′ 51″ , 0° 49′ 43″ ou,	Min. 75 m – Max. 189 m,	11,21 km2,	Саллан	Саллан	Sallen		Sallen	Sallen	Sallen	Sallen	Sallen			Sallen		Sallen		Sallen	Sallen				https://ru.wikipedia.org/wiki/Саллан	https://uk.wikipedia.org/wiki/Саллан	https://en.wikipedia.org/wiki/Sallen		https://pl.wikipedia.org/wiki/Sallen	https://es.wikipedia.org/wiki/Sallen	https://pt.wikipedia.org/wiki/Sallen	https://it.wikipedia.org/wiki/Sallen	https://nl.wikipedia.org/wiki/Sallen			https://sv.wikipedia.org/wiki/Sallen		https://ro.wikipedia.org/wiki/Sallen		https://hu.wikipedia.org/wiki/Sallen	https://sk.wikipedia.org/wiki/Sallen				49.142283	-0.807587	49.0931549	-0.879503	49.115575	-0.827099	ChIJTwWtfim3C0gRgc4ohl4iv-0	None	Sallen	Sallen	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political	14240	14240	postal_code	14240 Sallen, France	locality,political	49.1141666667,-0.828611111111	Саллан	Саллан	Sallen
14665	Sallenelles	309	/wiki/Sallenelles	,Intercommunalité,Communauté de communes Normandie-Cabourg- d'Auge,	Normandie,	Calvados,	Lisieux,	Cabourg,	Communauté de communes Normandie-Cabourg-Pays d'Auge,	14121,	14665,	,309 hab. (2014),	247 hab./km2,	49° 15′ 50″ , 0° 13′ 41″ ou,	Min. 0 m – Max. 40 m,	1,25 km2,	Сальнель	Салленель	Sallenelles	Sallenelles	Sallenelles	Sallenelles	Sallenelles	Sallenelles	Sallenelles			Sallenelles		Sallenelles		Sallenelles	Sallenelles				https://ru.wikipedia.org/wiki/Сальнель	https://uk.wikipedia.org/wiki/Салленель	https://en.wikipedia.org/wiki/Sallenelles	https://de.wikipedia.org/wiki/Sallenelles	https://pl.wikipedia.org/wiki/Sallenelles	https://es.wikipedia.org/wiki/Sallenelles	https://pt.wikipedia.org/wiki/Sallenelles	https://it.wikipedia.org/wiki/Sallenelles	https://nl.wikipedia.org/wiki/Sallenelles			https://sv.wikipedia.org/wiki/Sallenelles		https://ro.wikipedia.org/wiki/Sallenelles		https://hu.wikipedia.org/wiki/Sallenelles	https://sk.wikipedia.org/wiki/Sallenelles				None	None	None	None	49.2640377	-0.227995	ChIJcwdeB2hkCkgRdMbV7K61CB8	SendCoordinates	Sallenelles	Sallenelles	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political	14121	14121	postal_code	22 Rue André Pierre Marie, 14121 Sallenelles, France	street_address	49.2638888889,-0.228055555556	None	None	None
14666	Sannerville	1 827	/wiki/Sannerville	France,	Normandie,	Calvados,	Caen,	Troarn,	Communauté urbaine Caen la Mer,	14940,	14666,	1 827 hab. (2014),	355 hab./km2,	49° 10′ 50″ , 0° 13′ 22″ ou,	Min. 7 m – Max. 55 m,	5,14 km2,	Саннервиль	Саннервіль	Sannerville	Sannerville	Sannerville	Sannerville	Sannerville	Sannerville	Sannerville			Sannerville		Sannerville		Sannerville	Sannerville				https://ru.wikipedia.org/wiki/Саннервиль	https://uk.wikipedia.org/wiki/Саннервіль	https://en.wikipedia.org/wiki/Sannerville	https://de.wikipedia.org/wiki/Sannerville	https://pl.wikipedia.org/wiki/Sannerville	https://es.wikipedia.org/wiki/Sannerville	https://pt.wikipedia.org/wiki/Sannerville	https://it.wikipedia.org/wiki/Sannerville	https://nl.wikipedia.org/wiki/Sannerville			https://sv.wikipedia.org/wiki/Sannerville		https://ro.wikipedia.org/wiki/Sannerville		https://hu.wikipedia.org/wiki/Sannerville	https://sk.wikipedia.org/wiki/Sannerville				49.2171742	-0.1937374	49.1542845	-0.2619103	49.1876868	-0.2219337	ChIJKQSbhW1vCkgRcOzJj0sUDBw	None	Sannerville	Sannerville	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political	14940	14940	postal_code	14940 Sannerville, France	postal_code	49.1805555556,-0.222777777778	None	None	None
14667	Saon	234	/wiki/Saon	France,	Normandie,	Calvados,	Bayeux,	Trévières,	Communauté de communes Isigny-Omaha Intercom,	14330,	14667,	,234 hab. (2014),	45 hab./km2,	49° 16′ 13″ , 0° 51′ 29″ ou,	Min. 7 m – Max. 76 m,	5,24 km2,	Сан (Кальвадос)	Сан (Кальвадос)	Saon		Saon	Saon	Saon	Saon	Saon			Saon		Saon		Saon	Saon				https://ru.wikipedia.org/wiki/Сан_	https://uk.wikipedia.org/wiki/Сан_	https://en.wikipedia.org/wiki/Saon		https://pl.wikipedia.org/wiki/Saon	https://es.wikipedia.org/wiki/Saon	https://pt.wikipedia.org/wiki/Saon	https://it.wikipedia.org/wiki/Saon	https://nl.wikipedia.org/wiki/Saon			https://sv.wikipedia.org/wiki/Saon		https://ro.wikipedia.org/wiki/Saon		https://hu.wikipedia.org/wiki/Saon	https://sk.wikipedia.org/wiki/Saon				49.297101	-0.844812	49.2482009	-0.886803	49.276075	-0.861688	ChIJq1IcT1CvC0gR4Ne8T0gUDAQ	None	Saon	Saon	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political	14330	14330	postal_code	14330 Saon, France	locality,political	49.2702777778,-0.858055555556	Сан	Сан	Saon
14303	Glos	932	/wiki/Glos	France,	Normandie,	Calvados,	Lisieux,	Lisieux,	Communauté d'agglomération Lisieux Normandie,	14100,	14303,	,932 hab. (2014),	72 hab./km2,	49° 07′ 21″ , 0° 16′ 50″ ,	Min. 49 m – Max. 165 m,	12,93 km2,	Гло	Гло	Glos	Glos	Glos	Glos	Glos	Glos	Glos (Calvados)			Glos		Glos		Glos	Glos		Glos		https://ru.wikipedia.org/wiki/Гло	https://uk.wikipedia.org/wiki/Гло	https://en.wikipedia.org/wiki/Glos	https://de.wikipedia.org/wiki/Glos	https://pl.wikipedia.org/wiki/Glos	https://es.wikipedia.org/wiki/Glos	https://pt.wikipedia.org/wiki/Glos	https://it.wikipedia.org/wiki/Glos	https://nl.wikipedia.org/wiki/Glos_			https://sv.wikipedia.org/wiki/Glos		https://ro.wikipedia.org/wiki/Glos		https://hu.wikipedia.org/wiki/Glos	https://sk.wikipedia.org/wiki/Glos		https://sh.wikipedia.org/wiki/Glos		49.1474	0.313757	49.100054	0.247201	49.121558	0.281816	ChIJw3JKX7TG4UcRF39MA3JAIfA	None	Glos	Glos	locality,political	Normandie	Normandie	administrative_area_level_1,political	Calvados	Calvados	administrative_area_level_2,political	France	FR	country,political	14100	14100	postal_code	14100 Glos, France	locality,political	49.1225,0.280555555556	Гло	Гло	Glos
