InseeXls_CodeCommune	InseeXls_NameCommune	InseeXls_Population	Wiki_UrlInCommune	W_Pays	W_Region	W_Departement	W_Arrondissement	W_Canton	W_Intercommunalite	W_CodePostal	W_CodeCommune	W_Population	W_Densite	W_Cordommees	W_Altitude	W_Superficie	W_Name_ru	W_Name_uk	W_Name_en	W_Name_de	W_Name_pl	W_Name_es	W_Name_pt	W_Name_it	W_Name_nl	W_Name_da	W_Name_no	W_Name_sv	W_Name_cs	W_Name_ro	W_Name_bg	W_Name_hu	W_Name_sk	W_Name_sl	W_Name_sh	W_Name_hr	W_Url_ru	W_Url_uk	W_Url_en	W_Url_de	W_Url_pl	W_Url_es	W_Url_pt	W_Url_it	W_Url_nl	W_Url_da	W_Url_no	W_Url_sv	W_Url_cs	W_Url_ro	W_Url_bg	W_Url_hu	W_Url_sk	W_Url_sl	W_Url_sh	W_Url_hr	G_Coordinates_northeast_Lat_1	G_Coordinates_northeast_Lng_1	G_Coordinates_southwest_Lat_2	G_Coordinates_southwest_Lng_2	G_Coordinates_location_Lat_3	G_Coordinates_location_Lng_3	G_PlaceId	How_Get_GooglePlaceID	G_Locality_long_name	G_Locality_short_name	G_Locality_types	G_AdminLevel_1_long_name	G_AdminLevel_1_short_name	G_AdminLevel_1_types	G_AdminLevel_2_long_name	G_AdminLevel_2_short_name	G_AdminLevel_2_types	G_Country_long_name	G_Country_short_name	G_Country_types	G_postal_code_long_name	G_postal_code_short_name	G_postal_code_types	G_FormatAddress	G_Types	W_Cordommees_Convert	G_Name_ru	G_Name_uk	G_Name_en	F_Compare_InseeXls_CodeCommune_W_CodeCommune	F_Compare_InseeXls_NameCommune_Wiki_Url	F_Compare_InseeXls_NameCommune_G_Locality_long_name	Wiki_UrlInCommuneSnipet	Wiki_NameSnipet	Wiki_Old_UrlInCommune	Wiki_Old_NameSnipet	ColResultInSnipet
77236	Jaulnes	376	/wiki/Jaulnes	France	Île-de-France	Seine-et-Marne	Provins	Provins	Communauté de communes Bassée-Montois	77480	77236	376 hab. (2014)	24 hab./km2	48° 25′ 04″ , 3° 16′ 23″ 	Min. 54 m – Max. 122 m	15,84 km2		Жольн	Jaulnes	Jaulnes	Jaulnes	Jaulnes	Jaulnes	Jaulnes	Jaulnes			Jaulnes	Jaulnes			Jaulnes	Jaulnes					https://uk.wikipedia.org/wiki/Жольн	https://en.wikipedia.org/wiki/Jaulnes	https://de.wikipedia.org/wiki/Jaulnes	https://pl.wikipedia.org/wiki/Jaulnes	https://es.wikipedia.org/wiki/Jaulnes	https://pt.wikipedia.org/wiki/Jaulnes	https://it.wikipedia.org/wiki/Jaulnes	https://nl.wikipedia.org/wiki/Jaulnes			https://sv.wikipedia.org/wiki/Jaulnes	https://cs.wikipedia.org/wiki/Jaulnes			https://hu.wikipedia.org/wiki/Jaulnes	https://sk.wikipedia.org/wiki/Jaulnes				48.4515259	3.2989601	48.37718	3.247086	48.417827	3.270937	ChIJ878ZUIk870cRe9RoEUxEy8s	None	Jaulnes	Jaulnes	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77480	77480	postal_code	77480 Jaulnes, France	locality,political	48.4177777778,3.27305555556	Жольн	Жольн	Jaulnes	True	True	True	/wiki/Jaulnes	Jaulnes	None	None	1
77237	Jossigny	661	/wiki/Jossigny	France	Île-de-France	Seine-et-Marne	Torcy	Torcy	Communauté d'agglomération de Marne et Gondoire	77600	77237	661 hab. (2014)	69 hab./km2	48° 50′ 19″ , 2° 45′ 14″ 	Min. 107 m – Max. 149 m	9,62 km2		Жоссіньї	Jossigny	Jossigny	Jossigny	Jossigny	Jossigny	Jossigny	Jossigny			Jossigny				Jossigny	Jossigny					https://uk.wikipedia.org/wiki/Жоссіньї	https://en.wikipedia.org/wiki/Jossigny	https://de.wikipedia.org/wiki/Jossigny	https://pl.wikipedia.org/wiki/Jossigny	https://es.wikipedia.org/wiki/Jossigny	https://pt.wikipedia.org/wiki/Jossigny	https://it.wikipedia.org/wiki/Jossigny	https://nl.wikipedia.org/wiki/Jossigny			https://sv.wikipedia.org/wiki/Jossigny				https://hu.wikipedia.org/wiki/Jossigny	https://sk.wikipedia.org/wiki/Jossigny				48.851754	2.7852769	48.8060921	2.7429199	48.837864	2.75335	ChIJiRvSySMD5kcRgFeMaMOCCwQ	None	Jossigny	Jossigny	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political				Jossigny, France	locality,political	48.8386111111,2.75388888889	Жосиньи	Жоссіньї	Jossigny	True	True	True	/wiki/Jossigny	Jossigny	None	None	1
91634	Vaugrigneuse	1 283	/wiki/Vaugrigneuse	France	Île-de-France	Essonne	Palaiseau	Dourdan	Communauté de communes du pays de Limours	91640	91634	1 283 hab. (2014)	212 hab./km2	48° 36′ 09″ , 2° 07′ 15″ 	Min. 70 m – Max. 129 m	6,06 km2		Вогриньєз	Vaugrigneuse	Vaugrigneuse	Vaugrigneuse	Vaugrigneuse	Vaugrigneuse	Vaugrigneuse	Vaugrigneuse			Vaugrigneuse	Vaugrigneuse			Vaugrigneuse	Vaugrigneuse					https://uk.wikipedia.org/wiki/Вогриньєз	https://en.wikipedia.org/wiki/Vaugrigneuse	https://de.wikipedia.org/wiki/Vaugrigneuse	https://pl.wikipedia.org/wiki/Vaugrigneuse	https://es.wikipedia.org/wiki/Vaugrigneuse	https://pt.wikipedia.org/wiki/Vaugrigneuse	https://it.wikipedia.org/wiki/Vaugrigneuse	https://nl.wikipedia.org/wiki/Vaugrigneuse			https://sv.wikipedia.org/wiki/Vaugrigneuse	https://cs.wikipedia.org/wiki/Vaugrigneuse			https://hu.wikipedia.org/wiki/Vaugrigneuse	https://sk.wikipedia.org/wiki/Vaugrigneuse				48.6134561	2.1310501	48.5889479	2.0771879	48.603098	2.120103	ChIJb5qZHWvT5UcRIECLaMOCCwQ	None	Vaugrigneuse	Vaugrigneuse	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Essonne	Essonne	administrative_area_level_2,political	France	FR	country,political	91640	91640	postal_code	91640 Vaugrigneuse, France	locality,political	48.6025,2.12083333333	Вогриньёз	Вогриньєз	Vaugrigneuse	True	True	True	/wiki/Vaugrigneuse	Vaugrigneuse	None	None	1
91635	Vauhallan	1 941	/wiki/Vauhallan	France	Île-de-France	Essonne	Palaiseau	Gif-sur-Yvette	Communauté d'agglomération Communauté Paris-Saclay	91430	91635	1 941 hab. (2014)	581 hab./km2	48° 44′ 03″ , 2° 12′ 20″ 	Min. 80 m – Max. 154 m	3,34 km2		Воаллан	Vauhallan	Vauhallan	Vauhallan	Vauhallan		Vauhallan	Vauhallan			Vauhallan	Vauhallan			Vauhallan	Vauhallan					https://uk.wikipedia.org/wiki/Воаллан	https://en.wikipedia.org/wiki/Vauhallan	https://de.wikipedia.org/wiki/Vauhallan	https://pl.wikipedia.org/wiki/Vauhallan	https://es.wikipedia.org/wiki/Vauhallan		https://it.wikipedia.org/wiki/Vauhallan	https://nl.wikipedia.org/wiki/Vauhallan			https://sv.wikipedia.org/wiki/Vauhallan	https://cs.wikipedia.org/wiki/Vauhallan			https://hu.wikipedia.org/wiki/Vauhallan	https://sk.wikipedia.org/wiki/Vauhallan				48.739313	2.217497	48.720996	2.1817329	48.734116	2.207353	ChIJc_NGY9145kcREECLaMOCCwQ	None	Vauhallan	Vauhallan	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Essonne	Essonne	administrative_area_level_2,political	France	FR	country,political	91430	91430	postal_code	91430 Vauhallan, France	locality,political	48.7341666667,2.20555555556	Воалан	Воаллан	Vauhallan	True	True	True	/wiki/Vauhallan	Vauhallan	None	None	1
91630	Le Val-Saint-Germain	1 418	/wiki/Le_Val-Saint-Germain	France	Île-de-France	Essonne	Étampes	Dourdan	Communauté de communes Le Dourdannais en Hurepoix	91530	91630	1 418 hab. (2014)	113 hab./km2	48° 33′ 56″ , 2° 03′ 36″ 	Min. 62 m – Max. 159 m	12,57 km2		Ле-Валь-Сен-Жермен	Le Val-Saint-Germain	Le Val-Saint-Germain	Le Val-Saint-Germain	Le Val-Saint-Germain		Le Val-Saint-Germain	Le Val-Saint-Germain			Le Val-Saint-Germain	Le Val-Saint-Germain			Le Val-Saint-Germain	Le Val-Saint-Germain					https://uk.wikipedia.org/wiki/Ле-Валь-Сен-Жермен	https://en.wikipedia.org/wiki/Le_Val-Saint-Germain	https://de.wikipedia.org/wiki/Le_Val-Saint-Germain	https://pl.wikipedia.org/wiki/Le_Val-Saint-Germain	https://es.wikipedia.org/wiki/Le_Val-Saint-Germain		https://it.wikipedia.org/wiki/Le_Val-Saint-Germain	https://nl.wikipedia.org/wiki/Le_Val-Saint-Germain			https://sv.wikipedia.org/wiki/Le_Val-Saint-Germain	https://cs.wikipedia.org/wiki/Le_Val-Saint-Germain			https://hu.wikipedia.org/wiki/Le_Val-Saint-Germain	https://sk.wikipedia.org/wiki/Le_Val-Saint-Germain				48.5668513803	2.06147038029	48.5641534197	2.05877241971	48.5655024	2.0601214	ChIJrXdp_jst5EcRP19vvkBgXuE	SendCoordinates	Le Val-Saint-Germain	Le Val-Saint-Germain	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Essonne	Essonne	administrative_area_level_2,political	France	FR	country,political	91530	91530	postal_code	85 Rue du Village, 91530 Le Val-Saint-Germain, France	street_address	48.5655555556,2.06	None	None	None	True	True	True	/wiki/Le_Val-Saint-Germain	LeVal-Saint-Germain	None	None	1
91631	Varennes-Jarcy	2 331	/wiki/Varennes-Jarcy	France	Île-de-France	Essonne	Évry	Épinay-sous-Sénart	Communauté de communes de l'Orée de la Brie	91480	91631	2 331 hab. (2014)	425 hab./km2	48° 40′ 44″ , 2° 33′ 38″ 	Min. 42 m – Max. 94 m	5,48 km2		Варенн-Жарсі	Varennes-Jarcy	Varennes-Jarcy	Varennes-Jarcy	Varennes-Jarcy		Varennes-Jarcy	Varennes-Jarcy			Varennes-Jarcy	Varennes-Jarcy			Varennes-Jarcy	Varennes-Jarcy					https://uk.wikipedia.org/wiki/Варенн-Жарсі	https://en.wikipedia.org/wiki/Varennes-Jarcy	https://de.wikipedia.org/wiki/Varennes-Jarcy	https://pl.wikipedia.org/wiki/Varennes-Jarcy	https://es.wikipedia.org/wiki/Varennes-Jarcy		https://it.wikipedia.org/wiki/Varennes-Jarcy	https://nl.wikipedia.org/wiki/Varennes-Jarcy			https://sv.wikipedia.org/wiki/Varennes-Jarcy	https://cs.wikipedia.org/wiki/Varennes-Jarcy			https://hu.wikipedia.org/wiki/Varennes-Jarcy	https://sk.wikipedia.org/wiki/Varennes-Jarcy				48.692015	2.5856331	48.6666639	2.540475	48.678501	2.559778	ChIJGaBPuG_i5UcRMECLaMOCCwQ	None	Varennes-Jarcy	Varennes-Jarcy	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Essonne	Essonne	administrative_area_level_2,political	France	FR	country,political	91480	91480	postal_code	91480 Varennes-Jarcy, France	locality,political	48.6788888889,2.56055555556	Варен-Жарси	Варенн-Жарсі	Varennes-Jarcy	True	True	True	/wiki/Varennes-Jarcy	Varennes-Jarcy	None	None	1
91639	Vayres-sur-Essonne	897	/wiki/Vayres-sur-Essonne	France	Île-de-France	Essonne	Étampes	Étampes	Communauté de communes du Val d'Essonne	91820	91639	897 hab. (2014)	106 hab./km2	48° 26′ 16″ , 2° 21′ 12″ 	Min. 57 m – Max. 145 m	8,46 km2		Вер-сюр-Ессонн	Vayres-sur-Essonne	Vayres-sur-Essonne	Vayres-sur-Essonne	Vayres-sur-Essonne		Vayres-sur-Essonne	Vayres-sur-Essonne			Vayres-sur-Essonne	Vayres-sur-Essonne			Vayres-sur-Essonne	Vayres-sur-Essonne					https://uk.wikipedia.org/wiki/Вер-сюр-Ессонн	https://en.wikipedia.org/wiki/Vayres-sur-Essonne	https://de.wikipedia.org/wiki/Vayres-sur-Essonne	https://pl.wikipedia.org/wiki/Vayres-sur-Essonne	https://es.wikipedia.org/wiki/Vayres-sur-Essonne		https://it.wikipedia.org/wiki/Vayres-sur-Essonne	https://nl.wikipedia.org/wiki/Vayres-sur-Essonne			https://sv.wikipedia.org/wiki/Vayres-sur-Essonne	https://cs.wikipedia.org/wiki/Vayres-sur-Essonne			https://hu.wikipedia.org/wiki/Vayres-sur-Essonne	https://sk.wikipedia.org/wiki/Vayres-sur-Essonne				48.4620302	2.4240194	48.4097185	2.3247459	48.4391427	2.3823331	ChIJT24dGnXB5UcRIH7Y4caCCxw	None	Vayres-sur-Essonne	Vayres-sur-Essonne	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Essonne	Essonne	administrative_area_level_2,political	France	FR	country,political	91820	91820	postal_code	91820 Vayres-sur-Essonne, France	postal_code	48.4377777778,2.35333333333	None	None	None	True	True	True	/wiki/Vayres-sur-Essonne	Vayres-sur-Essonne	None	None	1
78043	Bailly	3 866	/wiki/Bailly_(Yvelines)	France	Île-de-France	Yvelines	Saint-Germain-en-Laye	LeChesnay	Versailles Grand Parc	78870	78043	3 866 hab. (2014)	592 hab./km2	48° 50′ 32″ , 2° 04′ 42″ 	Min. 92 m – Max. 182 m	6,53 km2		Баї (Івлін)	Bailly, Yvelines	Bailly (Yvelines)	Bailly (Yvelines)	Bailly (Yvelines)	Bailly (Yvelines)	Bailly (Yvelines)	Bailly (Yvelines)			Bailly, Yvelines				Bailly (Yvelines)	Bailly (Yvelines)		Bailly (Ivlen)			https://uk.wikipedia.org/wiki/Баї_(Івлін)	https://en.wikipedia.org/wiki/Bailly,_Yvelines	https://de.wikipedia.org/wiki/Bailly_(Yvelines)	https://pl.wikipedia.org/wiki/Bailly_(Yvelines)	https://es.wikipedia.org/wiki/Bailly_(Yvelines)	https://pt.wikipedia.org/wiki/Bailly_(Yvelines)	https://it.wikipedia.org/wiki/Bailly_(Yvelines)	https://nl.wikipedia.org/wiki/Bailly_(Yvelines)			https://sv.wikipedia.org/wiki/Bailly,_Yvelines				https://hu.wikipedia.org/wiki/Bailly_(Yvelines)	https://sk.wikipedia.org/wiki/Bailly_(Yvelines)		https://sh.wikipedia.org/wiki/Bailly_(Ivlen)		48.854565	2.1029891	48.818687	2.0588271	48.8366339	2.080901	ChIJb6eQ55OH5kcRsESMaMOCCwQ	None	Bailly	Bailly	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Yvelines	Yvelines	administrative_area_level_2,political	France	FR	country,political	78870	78870	postal_code	78870 Bailly, France	locality,political	48.8422222222,2.07833333333	Байи	Баї	Bailly	True	True	True	/wiki/Bailly_(Yvelines)	Bailly	None	None	1
78048	Bazainville	1 448	/wiki/Bazainville	France	Île-de-France	Yvelines	Mantes-la-Jolie	Bonnières-sur-Seine	Communauté de communes du pays Houdanais	78550	78048	1 448 hab. (2014)	120 hab./km2	48° 48′ 16″ , 1° 40′ 07″ 	Min. 99 m – Max. 183 m	12,03 km2		Базенвіль	Bazainville	Bazainville	Bazainville	Bazainville	Bazainville	Bazainville	Bazainville			Bazainville				Bazainville	Bazainville		Bazainville			https://uk.wikipedia.org/wiki/Базенвіль	https://en.wikipedia.org/wiki/Bazainville	https://de.wikipedia.org/wiki/Bazainville	https://pl.wikipedia.org/wiki/Bazainville	https://es.wikipedia.org/wiki/Bazainville	https://pt.wikipedia.org/wiki/Bazainville	https://it.wikipedia.org/wiki/Bazainville	https://nl.wikipedia.org/wiki/Bazainville			https://sv.wikipedia.org/wiki/Bazainville				https://hu.wikipedia.org/wiki/Bazainville	https://sk.wikipedia.org/wiki/Bazainville		https://sh.wikipedia.org/wiki/Bazainville		48.832031	1.705058	48.792143	1.6272641	48.80395	1.666898	ChIJhdzb75Oj5kcRoESMaMOCCwQ	None	Bazainville	Bazainville	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Yvelines	Yvelines	administrative_area_level_2,political	France	FR	country,political	78550	78550	postal_code	78550 Bazainville, France	locality,political	48.8044444444,1.66861111111	Базэнвиль	Базенвіль	Bazainville	True	True	True	/wiki/Bazainville	Bazainville	None	None	1
78049	Bazemont	1 533	/wiki/Bazemont	France	Île-de-France	Yvelines	Mantes-la-Jolie	Aubergenville	Communauté de communes Gally-Mauldre	78580	78049	1 533 hab. (2014)	233 hab./km2	48° 55′ 44″ , 1° 51′ 57″ 	Min. 35 m – Max. 185 m	6,59 km2		Баземон	Bazemont	Bazemont	Bazemont	Bazemont	Bazemont	Bazemont	Bazemont			Bazemont				Bazemont	Bazemont		Bazemont			https://uk.wikipedia.org/wiki/Баземон	https://en.wikipedia.org/wiki/Bazemont	https://de.wikipedia.org/wiki/Bazemont	https://pl.wikipedia.org/wiki/Bazemont	https://es.wikipedia.org/wiki/Bazemont	https://pt.wikipedia.org/wiki/Bazemont	https://it.wikipedia.org/wiki/Bazemont	https://nl.wikipedia.org/wiki/Bazemont			https://sv.wikipedia.org/wiki/Bazemont				https://hu.wikipedia.org/wiki/Bazemont	https://sk.wikipedia.org/wiki/Bazemont		https://sh.wikipedia.org/wiki/Bazemont		48.9470979	1.901427	48.9170879	1.850696	48.927866	1.86644	ChIJLxIbv2yR5kcRPM4X-2E0nqg	None	Bazemont	Bazemont	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Yvelines	Yvelines	administrative_area_level_2,political	France	FR	country,political	78580	78580	postal_code	78580 Bazemont, France	locality,political	48.9288888889,1.86583333333	Базмон	Баземон	Bazemont	True	True	True	/wiki/Bazemont	Bazemont	None	None	1
77173	Étrépilly	869	/wiki/Étrépilly_(Seine-et-Marne)	Intercommunalité,Communauté de communes du  de l'Ourcq	Île-de-France	Seine-et-Marne	Meaux	LaFerté-sous-Jouarre	Communauté de communes du Pays de l'Ourcq	77139	77173	869 hab. (2014)	66 hab./km2	49° 02′ 10″ , 2° 55′ 55″ 	Min. 66 m – Max. 140 m	13,18 km2		Етрепії (Сена і Марна)	Étrépilly, Seine-et-Marne	Étrépilly (Seine-et-Marne)	Étrépilly (Sekwana i Marna)	Étrépilly (Sena y Marne)	Étrépilly (Sena e Marne)	Étrépilly (Senna e Marna)	Étrépilly (Seine-et-Marne)			Étrépilly, Seine-et-Marne				Étrépilly (Seine-et-Marne)	Étrépilly (Seine-et-Marne)		Étrépilly, Seine-et-Marne			https://uk.wikipedia.org/wiki/Етрепії_(Сена_і_Марна)	https://en.wikipedia.org/wiki/Étrépilly,_Seine-et-Marne	https://de.wikipedia.org/wiki/Étrépilly_(Seine-et-Marne)	https://pl.wikipedia.org/wiki/Étrépilly_(Sekwana_i_Marna)	https://es.wikipedia.org/wiki/Étrépilly_(Sena_y_Marne)	https://pt.wikipedia.org/wiki/Étrépilly_(Sena_e_Marne)	https://it.wikipedia.org/wiki/Étrépilly_(Senna_e_Marna)	https://nl.wikipedia.org/wiki/Étrépilly_(Seine-et-Marne)			https://sv.wikipedia.org/wiki/Étrépilly,_Seine-et-Marne				https://hu.wikipedia.org/wiki/Étrépilly_(Seine-et-Marne)	https://sk.wikipedia.org/wiki/Étrépilly_(Seine-et-Marne)		https://sh.wikipedia.org/wiki/Étrépilly,_Seine-et-Marne		49.0376332803	2.93277228029	49.0349353197	2.93007431971	49.0362843	2.9314233	ChIJx8FJWNKY6EcRz4sRIVVuucM	SendCoordinates	Étrépilly	Étrépilly	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77139	77139	postal_code	26 Rue du Colonel Dubujadoux, 77139 Étrépilly, France	street_address	49.0361111111,2.93194444444	None	None	None	True	True	True	/wiki/Étrépilly_(Seine-et-Marne)	Étrépilly	None	None	1
77172	Esmans	901	/wiki/Esmans	Intercommunalité,Communauté de communes du  de Montereau	Île-de-France	Seine-et-Marne	Provins	Montereau-Fault-Yonne	Communauté de communes du Pays de Montereau	77940	77172	901 hab. (2014)	51 hab./km2	48° 20′ 57″ , 2° 58′ 37″ 	Min. 50 m – Max. 128 m	17,83 km2		Еман (Сена і Марна)	Esmans	Esmans	Esmans	Esmans	Esmans	Esmans	Esmans			Esmans			Есман	Esmans	Esmans		Esmans			https://uk.wikipedia.org/wiki/Еман_(Сена_і_Марна)	https://en.wikipedia.org/wiki/Esmans	https://de.wikipedia.org/wiki/Esmans	https://pl.wikipedia.org/wiki/Esmans	https://es.wikipedia.org/wiki/Esmans	https://pt.wikipedia.org/wiki/Esmans	https://it.wikipedia.org/wiki/Esmans	https://nl.wikipedia.org/wiki/Esmans			https://sv.wikipedia.org/wiki/Esmans			https://bg.wikipedia.org/wiki/Есман	https://hu.wikipedia.org/wiki/Esmans	https://sk.wikipedia.org/wiki/Esmans		https://sh.wikipedia.org/wiki/Esmans		48.3507656803	2.97859758029	48.3480677197	2.97589961971	48.3494167	2.9772486	ChIJS4GjQDto70cRdJOJpln8584	SendCoordinates	Esmans	Esmans	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77940	77940	postal_code	4 Rue des Potelles, 77940 Esmans, France	street_address	48.3491666667,2.97694444444	None	None	None	True	True	True	/wiki/Esmans	Esmans	None	None	1
77171	Esbly	6 224	/wiki/Esbly	Intercommunalité,Communauté de communes du  Créçois	Île-de-France	Seine-et-Marne	Meaux	Serris	Communauté de communes du Pays Créçois	77450	77171	6 224 hab. (2014)	1 995 hab./km2	48° 54′ 24″ , 2° 48′ 45″ 	Min. 42 m – Max. 111 m	3,12 km2		Еблі	Esbly	Esbly	Esbly	Esbly	Esbly	Esbly	Esbly			Esbly				Esbly	Esbly					https://uk.wikipedia.org/wiki/Еблі	https://en.wikipedia.org/wiki/Esbly	https://de.wikipedia.org/wiki/Esbly	https://pl.wikipedia.org/wiki/Esbly	https://es.wikipedia.org/wiki/Esbly	https://pt.wikipedia.org/wiki/Esbly	https://it.wikipedia.org/wiki/Esbly	https://nl.wikipedia.org/wiki/Esbly			https://sv.wikipedia.org/wiki/Esbly				https://hu.wikipedia.org/wiki/Esbly	https://sk.wikipedia.org/wiki/Esbly				48.9082410803	2.81386148029	48.9055431197	2.81116351971	48.9068921	2.8125125	ChIJlw4jWO0d5kcRwzi9CibJO50	SendCoordinates	Esbly	Esbly	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77450	77450	postal_code	5 Allée des Comtesses, 77450 Esbly, France	street_address	48.9066666667,2.8125	None	None	None	True	True	True	/wiki/Esbly	Esbly	None	None	1
77177	Favières	1 096	/wiki/Favières_(Seine-et-Marne)	France	Île-de-France	Seine-et-Marne	Melun	Ozoir-la-Ferrière	Communauté de communes du Val Briard	77220	77177	1 096 hab. (2014)	39 hab./km2	48° 45′ 47″ , 2° 46′ 31″ 	Min. 92 m – Max. 126 m	28,27 km2		Фав'єр (Сена і Марна)	Favières, Seine-et-Marne	Favières (Seine-et-Marne)	Favières (Sekwana i Marna)	Favières (Sena y Marne)	Favières (Sena e Marne)	Favières (Senna e Marna)	Favières (Seine-et-Marne)			Favières, Seine-et-Marne				Favières (Seine-et-Marne)	Favières (Seine-et-Marne)					https://uk.wikipedia.org/wiki/Фав'єр_(Сена_і_Марна)	https://en.wikipedia.org/wiki/Favières,_Seine-et-Marne	https://de.wikipedia.org/wiki/Favières_(Seine-et-Marne)	https://pl.wikipedia.org/wiki/Favières_(Sekwana_i_Marna)	https://es.wikipedia.org/wiki/Favières_(Sena_y_Marne)	https://pt.wikipedia.org/wiki/Favières_(Sena_e_Marne)	https://it.wikipedia.org/wiki/Favières_(Senna_e_Marna)	https://nl.wikipedia.org/wiki/Favières_(Seine-et-Marne)			https://sv.wikipedia.org/wiki/Favières,_Seine-et-Marne				https://hu.wikipedia.org/wiki/Favières_(Seine-et-Marne)	https://sk.wikipedia.org/wiki/Favières_(Seine-et-Marne)				48.817312	2.8132919	48.7467619	2.7270169	48.764022	2.774784	ChIJU0QerCcC5kcRmJyOyiOijCU	None	Favières	Favières	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77220	77220	postal_code	77220 Favières, France	locality,political	48.7630555556,2.77527777778	Фавьер	Фав'єр	Favières	True	True	True	/wiki/Favières_(Seine-et-Marne)	Favières	None	None	1
77176	Faremoutiers	2 610	/wiki/Faremoutiers	France	Île-de-France	Seine-et-Marne	Meaux	Fontenay-Trésigny	Communauté de communes de la Brie des Moulins	77515	77176	2 610 hab. (2014)	239 hab./km2	48° 48′ 03″ , 2° 59′ 49″ 	Min. 89 m – Max. 132 m	10,93 km2		Фармутьє	Faremoutiers	Faremoutiers	Faremoutiers	Faremoutiers	Faremoutiers	Faremoutiers	Faremoutiers			Faremoutiers				Faremoutiers	Faremoutiers					https://uk.wikipedia.org/wiki/Фармутьє	https://en.wikipedia.org/wiki/Faremoutiers	https://de.wikipedia.org/wiki/Faremoutiers	https://pl.wikipedia.org/wiki/Faremoutiers	https://es.wikipedia.org/wiki/Faremoutiers	https://pt.wikipedia.org/wiki/Faremoutiers	https://it.wikipedia.org/wiki/Faremoutiers	https://nl.wikipedia.org/wiki/Faremoutiers			https://sv.wikipedia.org/wiki/Faremoutiers				https://hu.wikipedia.org/wiki/Faremoutiers	https://sk.wikipedia.org/wiki/Faremoutiers				48.808603	3.02626	48.748847	2.981211	48.799399	2.997246	ChIJ985FTSuw6EcRlxtLgVqVHJA	None	Faremoutiers	Faremoutiers	locality,political	Île-de-France	Île-de-France	administrative_area_level_1,political	Seine-et-Marne	Seine-et-Marne	administrative_area_level_2,political	France	FR	country,political	77515	77515	postal_code	77515 Faremoutiers, France	locality,political	48.8008333333,2.99694444444	Фаремутье	Фармутьє	Faremoutiers	True	True	True	/wiki/Faremoutiers	Faremoutiers	None	None	1
